gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha13_00017132	Ha13_00017132	protein_coding	Ha13	237383766	237392185	+	2816	15.424	11.742	31.318	28.368	9.173	2.406	11.78	12.084	29.92	11.846
Ha13_00017138	Ha13_00017138	protein_coding	Ha13	237601345	237606615	-	4805	0.377	0.446	1.444	1.552	0.482	0.016	0.045	0.116	0.638	0.477
Ha13_00017139	Ha13_00017139	protein_coding	Ha13	237654583	237657559	+	1452	9.109	2.887	10.1	11.509	4.105	0.054	4.843	1.696	25.64	3.448
Ha13_00017140	Ha13_00017140	protein_coding	Ha13	237658522	237659709	+	294	13.507	8.871	12.808	13.509	4.506	0	5.723	3.807	37.254	8.058
Ha13_00017142	Ha13_00017142	protein_coding	Ha13	237685853	237688207	-	576	0.814	0.809	0	9.172	0	0	0	0	0.349	2.786
Ha13_00017145	Ha13_00017145	protein_coding	Ha13	237784919	237785233	+	229	17.478	7.322	9.52	17.344	1.446	0.227	7.724	2.933	31.812	9.511
Ha13_00017151	Ha13_00017151	protein_coding	Ha13	237882855	237888375	+	1224	0.102	0	0.648	0.276	0	0	0.106	0	0.985	0.031
Ha13_00017152	Ha13_00017152	protein_coding	Ha13	237892212	237899119	-	1407	3.534	0.596	1.409	4.074	0.471	0.055	1.196	0.716	3.892	0.788
Ha13_00017154	Ha13_00017154	protein_coding	Ha13	237992543	237995685	-	1619	0.019	0.058	0	0	0	0	0.027	0.346	0.776	0
Ha13_00017155	Ha13_00017155	protein_coding	Ha13	238078707	238092943	+	3964	12.921	8.976	15.349	19.727	5.347	0.196	8.282	5.478	20.013	9.235
Ha13_00017156	Ha13_00017156	protein_coding	Ha13	238093439	238096208	-	900	0.139	1.138	7.487	14.322	6.991	0	3.547	0	0	0.509
Ha13_00017158	Ha13_00017158	protein_coding	Ha13	238191554	238196904	-	579	51.035	36.357	61.27	57.142	20.591	0.09	53.272	9.473	59.786	29.303
Ha13_00017161	Ha13_00017161	protein_coding	Ha13	238390017	238392239	-	351	2.494	1.858	1.129	0.534	0.944	0.074	1.721	0.638	2.147	1.415
Ha13_00017168	Ha13_00017168	protein_coding	Ha13	238594799	238599858	-	1437	218.426	260.446	340.376	442.93	362.282	0.867	398.908	204.244	142.857	300.326
Ha13_00017171	Ha13_00017171	protein_coding	Ha13	238699856	238708671	+	940	0.266	0	2.741	0.797	0	0	0.367	0.476	0.909	0.081
Ha13_00017176	Ha13_00017176	protein_coding	Ha13	239010778	239013135	+	1171	2.884	1.67	2.369	5.184	0.848	0.022	0.258	100.657	0.987	1.991
Ha13_00017177	Ha13_00017177	protein_coding	Ha13	239257018	239259603	+	1218	0.051	0	0.163	0.062	0	0	0	0.276	0	0.031
Ha13_00017179	Ha13_00017179	protein_coding	Ha13	239286449	239290051	+	918	5.143	1.015	9.283	4.49	2.165	1.951	6.626	1.951	3.94	1.665
Ha14_00017180	Ha14_00017180	protein_coding	Ha14	1002531	1006162	+	1297	34.692	9.623	23.379	58.963	9.447	0.08	24.38	9.494	32.849	49.408
Ha14_00017184	Ha14_00017184	protein_coding	Ha14	1218325	1218742	+	252	0.993	0	0.786	0	0	1.133	0.514	0	0.199	0
Ha14_00017186	Ha14_00017186	protein_coding	Ha14	1318803	1322362	+	1877	0.033	0.149	0.106	0.22	0.529	0	3.126	1.61	0.027	0.468
Ha14_00017189	Ha14_00017189	protein_coding	Ha14	1854146	1857373	+	1228	0.611	0	3.066	0.488	2.157	0	0.176	0	0	0.031
Ha14_00017190	Ha14_00017190	protein_coding	Ha14	1899045	1899725	-	540	1.274	0	5.505	0.971	2.453	0.192	0.08	0	0	0.142
Ha14_00017191	Ha14_00017191	protein_coding	Ha14	1905410	1910337	+	1626	19.75	25.32	22.061	15.209	29.532	0.144	41.07	24.164	13.966	34.264
Ha14_00017193	Ha14_00017193	protein_coding	Ha14	1919113	1921698	+	2586	6.554	5.763	32.571	15.344	2.305	0.231	1.001	0.519	7.577	3.709
Ha14_00017194	Ha14_00017194	protein_coding	Ha14	1924601	1926764	-	1056	0.118	0	1.501	1.029	0	0.025	0.163	0	0.714	0.398
Ha14_00017195	Ha14_00017195	protein_coding	Ha14	1928885	1933866	-	2056	0.259	0.317	2.121	0.601	0	0.013	0.818	0	0.195	0.223
Ha14_00017196	Ha14_00017196	protein_coding	Ha14	1940319	1942027	-	762	730.389	473.553	46.035	225.455	1050.009	2.93	633.327	581.133	861.749	699.905
Ha14_00017197	Ha14_00017197	protein_coding	Ha14	1944013	1947358	-	1587	0.709	2.524	19.606	5.501	7.095	1.391	4.376	3.809	1.678	0.385
Ha14_00017198	Ha14_00017198	protein_coding	Ha14	1951810	1954652	+	1271	49.376	30.927	20.427	40.948	13.288	0.286	28.035	16.117	47.593	32.139
Ha14_00017200	Ha14_00017200	protein_coding	Ha14	2252881	2254506	-	935	79.159	28.591	28.827	55.182	26.564	0.194	13.334	6.704	71.574	41.523
Ha14_00017201	Ha14_00017201	protein_coding	Ha14	2510923	2517429	-	1451	61.805	10.335	7.512	13.118	5.706	0.197	11.476	9.026	34.625	19.646
Ha14_00017205	Ha14_00017205	protein_coding	Ha14	3421148	3425422	+	922	92.959	43.643	95.653	182.226	67.886	1.042	137.558	57.547	98.521	71.741
Ha14_00017206	Ha14_00017206	protein_coding	Ha14	4045127	4048735	+	1667	10.486	22.965	28.89	20.477	8.344	3.816	22.643	17.324	17.45	18.292
Ha14_00017207	Ha14_00017207	protein_coding	Ha14	4436607	4438995	-	1819	1.272	1.075	1.743	6.221	3.095	0.271	11.431	27.507	3.784	1.534
Ha14_00017208	Ha14_00017208	protein_coding	Ha14	4571843	4577958	+	2755	26.014	19.474	13.092	25.106	20.075	0.16	43.202	22.712	35.889	24.703
Ha14_00017210	Ha14_00017210	protein_coding	Ha14	4582015	4584470	-	987	437.385	224.89	333.521	327.923	292.919	8.838	157.171	217.75	279.254	418.592
Ha14_00017211	Ha14_00017211	protein_coding	Ha14	5148266	5151766	+	1644	1.008	2.833	25.436	9.664	8.863	0.158	14.17	1.566	2.537	0.767
Ha14_00017212	Ha14_00017212	protein_coding	Ha14	5320449	5323859	+	2142	0.015	0.174	0	0.052	0.155	1.491	0	13.796	0.023	0.125
Ha14_00017213	Ha14_00017213	protein_coding	Ha14	5713833	5719245	+	2207	0.963	0.802	7.453	1.817	0	0.494	0.625	0.507	6.716	0.848
Ha14_00017214	Ha14_00017214	protein_coding	Ha14	5720719	5724302	-	1659	78.634	33.575	39.661	39.389	21.16	0.297	31.074	68.552	79.98	47.564
Ha14_00017217	Ha14_00017217	protein_coding	Ha14	6205898	6206412	+	375	41.609	8.445	73.989	13.389	3.532	0	0.69	2.388	19.159	6.42
Ha14_00017219	Ha14_00017219	protein_coding	Ha14	6452348	6454857	+	844	76.542	29.246	30.761	75.471	18.834	0.215	35.625	43.9	65.54	57.409
Ha14_00017221	Ha14_00017221	protein_coding	Ha14	6622774	6624072	-	726	0.043	0	0.273	0.155	0	0	0.059	0	0.208	0
Ha14_00017227	Ha14_00017227	protein_coding	Ha14	7350688	7355866	-	2159	9.052	6.946	8.445	7.914	2.914	0.553	10.55	10.318	8.657	6.336
Ha14_00017228	Ha14_00017228	protein_coding	Ha14	7377187	7377649	+	336	0.465	0	0	0	0	21.944	0.385	3.331	0	0.455
Ha14_00017230	Ha14_00017230	protein_coding	Ha14	7557991	7558596	-	606	0	0.922	0	1.113	1.093	0	0.071	0	0.249	0.378
Ha14_00017232	Ha14_00017232	protein_coding	Ha14	7699732	7702232	+	1979	1.627	1.553	8.312	2.594	2.677	0.459	12.556	1.131	5.255	4.055
Ha14_00017234	Ha14_00017234	protein_coding	Ha14	7997657	8001566	+	2021	85.266	42.079	17.161	17.224	26.382	0.116	6.468	26.364	68.066	43.658
Ha14_00017235	Ha14_00017235	protein_coding	Ha14	8125592	8134385	-	1136	3.716	3.854	5.408	5.376	2.332	3.542	5.582	3.941	7.076	4.238
Ha14_00017236	Ha14_00017236	protein_coding	Ha14	8262847	8264978	+	1382	0.294	0.202	1.864	1.871	0	0	0	0	0.327	0.055
Ha14_00017243	Ha14_00017243	protein_coding	Ha14	8477291	8478881	-	620	0	0	0	0.06	0	2.429	0	1.083	0.162	0.308
Ha14_00017247	Ha14_00017247	protein_coding	Ha14	9157484	9159285	-	542	1.385	1.203	0.366	1.936	1.833	0	4.616	2.685	4.727	2.256
Ha14_00017252	Ha14_00017252	protein_coding	Ha14	10719737	10727518	-	2685	8.071	12.419	21.848	12.308	6.044	0.116	6.121	4.794	11.152	8.24
Ha14_00017254	Ha14_00017254	protein_coding	Ha14	11102941	11104236	+	1296	0.048	0.431	0.153	0.549	1.022	0	0	0	0.194	0.413
Ha14_00017258	Ha14_00017258	protein_coding	Ha14	12332220	12341908	+	1609	34.398	21.42	72.549	53.351	5.969	0.097	9.089	5.913	34.129	7.338
Ha14_00017260	Ha14_00017260	protein_coding	Ha14	12445771	12447885	-	1014	1.233	0	0	0.554	0	0	0.936	0.331	0.892	0.942
Ha14_00017262	Ha14_00017262	protein_coding	Ha14	12622516	12629966	+	2259	8.056	2.309	6.668	5.673	1.613	0.161	8.04	4.559	9.697	3.958
Ha14_00017267	Ha14_00017267	protein_coding	Ha14	13126087	13128569	+	1092	55.895	12.027	25.408	54.42	20.622	0.119	36.305	123.11	46.423	38.142
Ha14_00017268	Ha14_00017268	protein_coding	Ha14	13129864	13132589	-	1560	32.492	65.859	24.392	20.608	45.854	0.283	19.578	19.302	37.327	41.519
Ha14_00017269	Ha14_00017269	protein_coding	Ha14	13483186	13488740	-	1242	0.378	0.45	1.277	0.453	0	0.063	0.66	0.991	0.728	0.369
Ha14_00017270	Ha14_00017270	protein_coding	Ha14	13633809	13636246	+	1308	0.167	0	0.303	0.458	4.811	0	17.018	0.257	0.192	0.234
Ha14_00017275	Ha14_00017275	protein_coding	Ha14	14211050	14213649	+	1193	5.032	1.874	3.655	9.297	4.442	0.022	2.459	0.094	5.643	7.495
Ha14_00017278	Ha14_00017278	protein_coding	Ha14	14335092	14338479	-	1195	1.491	1.169	0.166	3.794	0	0	0.18	0.281	0.168	0.16
Ha14_00017281	Ha14_00017281	protein_coding	Ha14	14889278	14896183	+	2753	0.045	0.068	0.144	0.762	0.241	0.519	0.721	7.075	0.164	0.222
Ha14_00017282	Ha14_00017282	protein_coding	Ha14	15223867	15224853	-	261	6.829	2.141	1.519	12.92	0	0	0	0	7.315	6.295
Ha14_00017283	Ha14_00017283	protein_coding	Ha14	15227905	15228490	-	399	4.075	0.934	1.49	9.673	0	0	0.432	0.842	4.533	2.777
Ha14_00017284	Ha14_00017284	protein_coding	Ha14	15325670	15334253	-	971	0	0.863	0	0.039	2.046	457.777	0	307.453	0	21.29
Ha14_00017288	Ha14_00017288	protein_coding	Ha14	16054870	16058654	+	1446	0	0	0	0.052	0	2.639	0.179	15.405	0.035	0.449
Ha14_00017289	Ha14_00017289	protein_coding	Ha14	16142983	16146652	-	870	1.33	0.642	1.367	2.326	6.852	0.418	7.587	202.259	4.447	11.288
Ha14_00017290	Ha14_00017290	protein_coding	Ha14	16148424	16152919	-	1665	16.414	2.853	24.163	20.164	1.989	0.561	6.814	2.017	10.199	4.2
Ha14_00017291	Ha14_00017291	protein_coding	Ha14	16166049	16179969	-	5019	1.452	0.854	4.541	2.27	1.188	0.026	1.659	0.736	3.193	0.51
Ha14_00017292	Ha14_00017292	protein_coding	Ha14	16167109	16170745	+	1698	1.197	1.207	2.218	2.471	0.585	0.015	0.102	0.857	3.048	0.968
Ha14_00017295	Ha14_00017295	protein_coding	Ha14	16300618	16302952	-	1443	23.1	3.486	2.61	2.804	0.689	0.018	10.105	0.078	6.302	0.212
Ha14_00017296	Ha14_00017296	protein_coding	Ha14	16433434	16437108	+	2523	178.331	95.287	267.388	132.368	23.364	0.741	29.392	18.767	118.185	58.78
Ha14_00017297	Ha14_00017297	protein_coding	Ha14	16439313	16443726	-	802	67.684	30.313	51.647	65.034	64.83	0.906	82.566	24.146	106.872	56.937
Ha14_00017300	Ha14_00017300	protein_coding	Ha14	17011973	17022785	-	2181	26.179	9.353	26.988	27.007	6.985	0.988	28.522	6.21	30.638	11.493
Ha14_00017301	Ha14_00017301	protein_coding	Ha14	17044999	17047935	-	1563	1.821	1.49	2.282	3.764	2.966	0	2.539	1.934	9.097	0.905
Ha14_00017303	Ha14_00017303	protein_coding	Ha14	17423490	17426980	-	1234	14.317	5.284	19.112	16.7	3.757	0.21	4.195	4.808	34.281	3.716
Ha14_00017304	Ha14_00017304	protein_coding	Ha14	17428297	17430487	+	1001	14.088	2.605	16.433	11.566	1.323	0.13	3.577	0.447	8.532	4.581
Ha14_00017306	Ha14_00017306	protein_coding	Ha14	17557259	17559899	+	785	974.835	308.984	1122.458	1231.571	574.168	2.778	353.245	96.537	542.221	804.598
Ha14_00017307	Ha14_00017307	protein_coding	Ha14	17593154	17595436	+	651	7.445	1.431	12.786	8.115	2.035	0.04	4.44	0.688	10.11	1.467
Ha14_00017309	Ha14_00017309	protein_coding	Ha14	18354568	18357122	-	797	45.236	20.336	38.294	48.705	25.762	0.163	63.328	10.253	64.425	33.609
Ha14_00017310	Ha14_00017310	protein_coding	Ha14	18376870	18377858	+	899	118.989	34.606	62.608	55.933	18.787	0.116	50.865	20.794	253.106	185.96
Ha14_00017311	Ha14_00017311	protein_coding	Ha14	18754137	18754987	+	645	759.133	50.833	0	121.586	15.917	0.644	390.859	104.995	213.817	17.714
Ha14_00017312	Ha14_00017312	protein_coding	Ha14	19189352	19194648	+	1323	212.856	66.462	26.215	145.969	34.293	0.706	65.801	103.392	125.622	102.044
Ha14_00017316	Ha14_00017316	protein_coding	Ha14	19720217	19720590	-	204	11.189	8.675	4.857	12.857	12.987	0	8.036	14.267	14.531	11.614
Ha14_00017318	Ha14_00017318	protein_coding	Ha14	19925770	19928907	-	1061	0	0.176	0	0.035	0	65.187	0	48.109	0	0.396
Ha14_00017319	Ha14_00017319	protein_coding	Ha14	19934189	19939199	+	859	15.471	5.747	31.377	20.152	5.783	0.151	13.71	5.473	20.822	4.982
Ha14_00017320	Ha14_00017320	protein_coding	Ha14	20151713	20157919	+	2594	0	0.072	0.153	0	0	0	0.033	0	0.019	0.029
Ha14_00017322	Ha14_00017322	protein_coding	Ha14	20306705	20307893	+	1059	0.118	0.088	0.187	0.106	0	0	0.285	0	0.19	0.036
Ha14_00017323	Ha14_00017323	protein_coding	Ha14	20336020	20336977	+	562	0.556	0.166	1.763	2.467	7.661	0.046	0.077	0	0.894	24.07
Ha14_00017325	Ha14_00017325	protein_coding	Ha14	20584903	20600107	-	2552	43.399	9.344	16.231	33.52	5.71	0.153	25.88	7.281	56.206	12.623
Ha14_00017326	Ha14_00017326	protein_coding	Ha14	20644697	20645851	-	723	0.519	0.129	1.371	0.57	0	0.036	0.597	0	0.903	0.106
Ha14_00017328	Ha14_00017328	protein_coding	Ha14	20902826	20905293	+	1251	1.125	0	0	0.809	0	0.062	0	0	0.201	0.153
Ha14_00017332	Ha14_00017332	protein_coding	Ha14	22459199	22465065	-	1781	0.86	0.889	3.004	1.367	0.372	0.015	0.799	0.189	0.931	0.429
Ha14_00017336	Ha14_00017336	protein_coding	Ha14	23512880	23516498	-	1440	0.369	0.129	1.514	0.208	0	0.018	0.449	0.466	0.663	0.557
Ha14_00017339	Ha14_00017339	protein_coding	Ha14	23803189	23803491	+	303	8.772	2.152	14.39	14.592	3.279	0.343	12.529	6.28	11.607	8.197
Ha14_00017340	Ha14_00017340	protein_coding	Ha14	23809867	23816718	-	2805	24.48	12.652	31.865	21.239	12.751	0.389	27.867	18.836	23.374	14.386
Ha14_00017345	Ha14_00017345	protein_coding	Ha14	24135015	24135407	-	393	13.685	28.442	0.504	12.966	72.47	0	9.769	60.383	12.656	515.525
Ha14_00017348	Ha14_00017348	protein_coding	Ha14	24298663	24305930	-	2034	0.015	0.092	1.169	0.055	0	0	0	0	0.198	0.019
Ha14_00017351	Ha14_00017351	protein_coding	Ha14	24457731	24460320	+	744	2.522	0.501	4.528	3.475	5.787	0.07	2.261	1.354	8.779	2.003
Ha14_00017358	Ha14_00017358	protein_coding	Ha14	24792086	24793234	-	843	10.571	2.652	9.169	6.356	10.214	0.185	14.789	5.843	21.455	6.754
Ha14_00017359	Ha14_00017359	protein_coding	Ha14	24861016	24868112	+	1695	22.801	6.045	7.366	22.548	2.149	0.138	12.751	4.689	40.667	7.214
Ha14_00017361	Ha14_00017361	protein_coding	Ha14	24920344	24925387	-	1772	22.922	24.706	33.888	38.992	19.81	0.088	25.172	27.542	26.68	30.967
Ha14_00017362	Ha14_00017362	protein_coding	Ha14	25038471	25050360	+	2546	0.282	0.11	2.88	2.664	0	0	0.068	0.572	0.276	0.48
Ha14_00017365	Ha14_00017365	protein_coding	Ha14	25183759	25188166	+	1152	37.81	37.194	26.149	34.347	26.16	1.307	42.165	52.665	43.874	42.79
Ha14_00017367	Ha14_00017367	protein_coding	Ha14	25385166	25391953	+	3040	3.95	4.382	1.369	1.787	4.793	0.06	3.576	230.208	4.115	4.915
Ha14_00017368	Ha14_00017368	protein_coding	Ha14	25770578	25775815	+	2708	3.764	9.39	15.588	12.688	6.482	12.924	5.99	56.382	14.787	7.747
Ha14_00017369	Ha14_00017369	protein_coding	Ha14	25776979	25785074	-	3858	0.186	0.362	1.695	0.69	0.086	0.047	0.145	0.174	0.729	0.238
Ha14_00017375	Ha14_00017375	protein_coding	Ha14	26103227	26107091	+	1368	19.543	5.788	3.187	14.955	2.905	2.05	1.987	1.309	28.463	2.346
Ha14_00017383	Ha14_00017383	protein_coding	Ha14	26671407	26672568	-	669	64.174	125.308	71.098	77.235	944.503	0	143.732	21.417	170.174	59.346
Ha14_00017395	Ha14_00017395	protein_coding	Ha14	27035940	27037364	+	1425	5.947	2.484	1.808	36.602	0.93	0	0.121	0.314	0.353	0.08
Ha14_00017397	Ha14_00017397	protein_coding	Ha14	27466328	27467374	+	1047	6.988	15.48	91.048	26.948	116.083	0	33.662	0.748	11.181	17.81
Ha14_00017403	Ha14_00017403	protein_coding	Ha14	27621261	27622422	+	564	0.554	0	1.406	0.531	0	0	1.989	0.595	1.693	1.287
Ha14_00017404	Ha14_00017404	protein_coding	Ha14	27652101	27653309	-	510	0.858	0.365	0	0.955	0	2.291	0.169	0.219	1.182	0.15
Ha14_00017412	Ha14_00017412	protein_coding	Ha14	28239363	28241609	-	2247	1.378	0.415	3.087	2.201	0.295	0.012	1.593	0.199	0.805	0.357
Ha14_00017413	Ha14_00017413	protein_coding	Ha14	28244419	28248632	-	1207	65.828	24.772	52.379	37.873	29.084	32.48	65.656	33.386	74.883	31.817
Ha14_00017414	Ha14_00017414	protein_coding	Ha14	28256462	28258776	-	647	0.145	0	0.306	0.116	0	0	0	0	0.078	0.059
Ha14_00017418	Ha14_00017418	protein_coding	Ha14	28670940	28688822	-	1473	0.17	5.944	1.076	21.724	0.899	0	0.732	0.532	0.205	1.012
Ha14_00017421	Ha14_00017421	protein_coding	Ha14	28876451	28877683	+	841	16.248	12.515	11.076	16.529	47.648	0.093	8.669	12.645	11.709	22.037
Ha14_00017426	Ha14_00017426	protein_coding	Ha14	29647735	29650845	-	1123	11.611	14.1	116.652	41.34	10.321	0.254	6.838	10.865	11.9	51.04
Ha14_00017430	Ha14_00017430	protein_coding	Ha14	30422257	30425557	-	1015	0.031	0	0.195	0.185	0	0	0.128	0	0.198	0.151
Ha14_00017431	Ha14_00017431	protein_coding	Ha14	30426975	30430108	+	600	1.251	0	5.615	0.999	0.552	0	2.013	0	2.428	1.21
Ha14_00017435	Ha14_00017435	protein_coding	Ha14	30915596	30921017	+	1504	12.017	4.707	18.975	14.45	4.404	1.208	7.945	2.084	13.562	2.947
Ha14_00017436	Ha14_00017436	protein_coding	Ha14	30918643	30936258	-	1143	0	0	0	0.033	0.869	0	0.075	0.196	0	0.033
Ha14_00017437	Ha14_00017437	protein_coding	Ha14	30936002	30942221	+	3016	0.612	0.432	4.337	1.056	0.878	0.077	0.558	0.594	2.965	0.672
Ha14_00017438	Ha14_00017438	protein_coding	Ha14	30954971	30955458	+	286	9.84	6.514	1.386	10.874	3.474	0.182	1.659	10.567	2.635	12.693
Ha14_00017443	Ha14_00017443	protein_coding	Ha14	31404706	31415255	+	3823	7.525	12.865	17.107	12.477	9.615	16.693	9.738	17.861	12.235	10.665
Ha14_00017444	Ha14_00017444	protein_coding	Ha14	31600831	31601958	+	1050	0.387	0.976	3.775	3.247	0.315	0.445	0.37	1.386	3.014	1.237
Ha14_00017445	Ha14_00017445	protein_coding	Ha14	31856511	31859443	-	540	4.169	0.862	8.808	11.033	1.227	1.01	7.11	1.244	6.327	2.123
Ha14_00017446	Ha14_00017446	protein_coding	Ha14	31884758	31885563	-	735	0.34	0	0.809	0.663	0	0	0.646	0.609	0.82	0.156
Ha14_00017448	Ha14_00017448	protein_coding	Ha14	32155163	32156944	+	1539	5.831	0	1.288	2.654	0	0	0.112	0.436	3.656	0.248
Ha14_00017451	Ha14_00017451	protein_coding	Ha14	32426757	32428120	+	1220	0.564	0.763	0.162	0.369	2.172	0	5.233	0	0	0
Ha14_00017452	Ha14_00017452	protein_coding	Ha14	32551842	32554489	+	697	144.097	2107.745	399.497	31.233	528.351	24.51	26.242	242.343	30.13	8221.273
Ha14_00017453	Ha14_00017453	protein_coding	Ha14	32605280	32617455	+	1185	7.837	2.358	5.519	5.312	1.118	0.088	7.062	1.984	5.808	5.482
Ha14_00017457	Ha14_00017457	protein_coding	Ha14	32757904	32758470	-	348	0.27	0	0	1.507	0.952	0.224	2.975	8.041	0	0.329
Ha14_00017458	Ha14_00017458	protein_coding	Ha14	33051071	33052357	+	978	0.735	2.286	4.458	1.839	1.693	0.08	0.706	0.343	3.493	1.563
Ha14_00017462	Ha14_00017462	protein_coding	Ha14	33498484	33499286	+	732	0	0	0.271	0.154	0.452	0	0.354	0	0.275	0.522
Ha14_00017463	Ha14_00017463	protein_coding	Ha14	33803359	33804482	+	693	58.793	8.602	1.43	8.705	3.823	0	3.735	3.231	44.876	9.705
Ha14_00017466	Ha14_00017466	protein_coding	Ha14	34233287	34236857	-	2320	0.135	0.12	3.075	0.646	1.142	0.045	2.473	0.048	0.238	0.231
Ha14_00017468	Ha14_00017468	protein_coding	Ha14	34373172	34375506	-	529	0.591	0.704	0	0.779	0	0	0	0	0.57	0.578
Ha14_00017469	Ha14_00017469	protein_coding	Ha14	34482440	34484978	+	796	0.236	0	2.988	2.165	0	0	0.921	0	7.827	0.384
Ha14_00017470	Ha14_00017470	protein_coding	Ha14	34558973	34560082	-	801	7.807	7.559	1.485	2.432	0.827	0.032	3.124	9.084	10.726	1.861
Ha14_00017476	Ha14_00017476	protein_coding	Ha14	34985852	34987461	-	609	2.311	27.378	28.963	9.044	15.77	0	8.571	2.389	10.147	3.89
Ha14_00017477	Ha14_00017477	protein_coding	Ha14	35385670	35389104	-	2458	1.221	0	3.467	0.107	0	0	0.018	0	1.124	0
Ha14_00017478	Ha14_00017478	protein_coding	Ha14	35413606	35416573	-	2878	10.821	4.175	0.275	5.195	8.055	0.045	0.585	5.912	45.999	3.545
Ha14_00017479	Ha14_00017479	protein_coding	Ha14	35431405	35432777	-	509	3.133	0	1.168	0.883	0.651	0	0	0	1.481	0.075
Ha14_00017482	Ha14_00017482	protein_coding	Ha14	35722299	35724600	-	999	2.41	2.331	8.729	4.013	13.26	3.041	9.414	14.566	4.828	13.579
Ha14_00017484	Ha14_00017484	protein_coding	Ha14	36058136	36062955	-	1382	0.045	0	1.004	0.244	0	0	0	0	0.109	0.111
Ha14_00017485	Ha14_00017485	protein_coding	Ha14	36135341	36138483	-	2539	0.037	0.037	0.078	0	0.13	0	0	0	0.04	0.03
Ha14_00017491	Ha14_00017491	protein_coding	Ha14	37452213	37453463	-	449	199.313	194.175	18.097	51.823	344.446	7.69	575.602	3178.118	94.888	208.508
Ha14_00017492	Ha14_00017492	protein_coding	Ha14	37459208	37465959	-	2288	94.34	29.678	79.776	165.615	27.501	1.01	39.443	13.112	103.337	144.916
Ha14_00017493	Ha14_00017493	protein_coding	Ha14	37553876	37554196	-	321	159.657	159.886	22.226	65.134	449.813	8.654	563.36	1628.494	88.431	196.656
Ha14_00017497	Ha14_00017497	protein_coding	Ha14	38037381	38041589	+	1944	65.932	1.917	65.348	0.732	1.192	0	3.24	1.324	9.381	3.106
Ha14_00017501	Ha14_00017501	protein_coding	Ha14	38239218	38244173	+	2680	0.84	0.973	9.983	5.201	0.741	6.403	0.708	10.943	4.837	1.454
Ha14_00017502	Ha14_00017502	protein_coding	Ha14	38249413	38251819	-	1281	0.537	0.145	1.702	0.878	0.259	0.507	0.202	0.262	0.745	0.209
Ha14_00017505	Ha14_00017505	protein_coding	Ha14	40130196	40132181	-	669	1.168	0	2.666	1.736	0	0.078	1.612	0.167	4.055	0.4
Ha14_00017508	Ha14_00017508	protein_coding	Ha14	40611918	40612394	-	477	366.443	19.723	81.434	45.639	56.236	0.272	24.599	67.35	141.981	65.85
Ha14_00017510	Ha14_00017510	protein_coding	Ha14	40624542	40634247	-	993	42.857	54.687	18.96	57.883	12.34	0.288	10.6	17.022	97.042	21.742
Ha14_00017511	Ha14_00017511	protein_coding	Ha14	40764303	40766957	-	2039	1.242	0.594	0.875	1.58	0.162	0	0.233	0.274	2.267	0.356
Ha14_00017513	Ha14_00017513	protein_coding	Ha14	40792886	40793353	-	468	340.885	88.966	197.338	140.99	153.555	0.111	16.223	37.073	211.271	160.442
Ha14_00017514	Ha14_00017514	protein_coding	Ha14	40907038	40913531	-	2180	2.18	1.239	5.727	4.245	2.886	0.369	4.452	2.362	3.273	1.543
Ha14_00017516	Ha14_00017516	protein_coding	Ha14	40996764	40997207	+	444	252.828	163.215	10.266	35.697	64.146	0.117	6.801	23.698	210.809	8.865
Ha14_00017522	Ha14_00017522	protein_coding	Ha14	42365882	42366729	+	327	5.164	5.697	7.273	4.927	13.166	4.843	6.464	2.396	5.838	9.349
Ha14_00017523	Ha14_00017523	protein_coding	Ha14	42386408	42389891	+	2557	0.098	0.109	0.155	0.029	0	0	0.135	0.175	0.039	0
Ha14_00017528	Ha14_00017528	protein_coding	Ha14	43285978	43287884	-	1102	0.567	0.676	15.826	12.036	1.202	0	1.566	0.609	3.647	2.982
Ha14_00017534	Ha14_00017534	protein_coding	Ha14	43616172	43618061	-	1548	0.889	0.782	0.512	1.113	1.284	0.017	0	0.578	3.473	0.272
Ha14_00017538	Ha14_00017538	protein_coding	Ha14	44149037	44151552	+	1489	190.932	735.534	52.308	139.409	792.005	0.07	87.987	181.926	183.149	222.986
Ha14_00017539	Ha14_00017539	protein_coding	Ha14	44195344	44197705	-	1314	0	0	0.151	0.114	0.252	0	0	0.085	0	0.174
Ha14_00017549	Ha14_00017549	protein_coding	Ha14	45209000	45211770	+	1080	0.261	0	0.734	0.659	0	0.144	0.719	0.311	1.023	0.142
Ha14_00017553	Ha14_00017553	protein_coding	Ha14	45339120	45342375	+	1649	4.684	4.067	11.057	12.066	2.209	0.142	2.171	4.005	11.364	3.476
Ha14_00017561	Ha14_00017561	protein_coding	Ha14	45865105	45866295	+	1029	0.152	0	0.385	0	0	0	2.054	0.109	2.588	0
Ha14_00017566	Ha14_00017566	protein_coding	Ha14	45974798	45976847	-	600	6.827	2.794	16.185	5.495	0	0	8.268	0.933	4.94	2.038
Ha14_00017568	Ha14_00017568	protein_coding	Ha14	47254452	47256267	+	1267	2.789	7.278	8.603	19.163	9.41	0.123	2.009	4.329	9.438	9.259
Ha14_00017569	Ha14_00017569	protein_coding	Ha14	47353025	47355592	-	660	1.8	5.927	5.705	17.713	8.53	0.157	1.503	3.392	5.252	12.043
