gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha12_00031560	Ha12_00031560	protein_coding	Ha12	7147371	7151246	+	1389	3	5	37	44	5	1	21	0	16	8
Ha12_00031564	Ha12_00031564	protein_coding	Ha12	7372654	7377231	+	4374	0	3	0	0	0	24	1	492	0	13
Ha12_00031567	Ha12_00031567	protein_coding	Ha12	7619503	7621537	+	1695	6	1	4	13	0	0	5	0	2	1
Ha12_00031568	Ha12_00031568	protein_coding	Ha12	7630310	7630525	+	216	569	25	143	159	67	0	169	7	306	156
Ha12_00031569	Ha12_00031569	protein_coding	Ha12	8122825	8135583	-	1011	13	225	24	324	11	0	88	50	87	444
Ha12_00031570	Ha12_00031570	protein_coding	Ha12	8167612	8170683	-	837	18	1	11	18	2	1	4	0	16	1
Ha12_00031571	Ha12_00031571	protein_coding	Ha12	8180177	8189091	-	1315	1480	36	35	352	19	161	614	146	916	473
Ha12_00031574	Ha12_00031574	protein_coding	Ha12	8236294	8241499	-	1678	294	22	57	202	0	5	105	12	397	132
Ha12_00031575	Ha12_00031575	protein_coding	Ha12	8317495	8318955	+	1461	42	551	82	649	66	3	230	141	185	1464
Ha12_00031579	Ha12_00031579	protein_coding	Ha12	8494652	8497995	+	1444	443	14	7	333	2	0	41	5	79	175
Ha12_00031580	Ha12_00031580	protein_coding	Ha12	8500083	8503762	-	1212	41	11	47	203	3	1	112	12	354	626
Ha12_00031581	Ha12_00031581	protein_coding	Ha12	8534582	8536716	-	1140	1	0	1	0	0	1	0	5	0	2
Ha12_00031582	Ha12_00031582	protein_coding	Ha12	8580141	8581322	+	1142	245	1439	315	1779	162	9	952	244	672	2141
Ha12_00031583	Ha12_00031583	protein_coding	Ha12	8644856	8652840	+	992	13	0	0	1	0	0	18	5	13	0
Ha12_00031585	Ha12_00031585	protein_coding	Ha12	9059447	9061495	+	920	190	44	65	148	3	4	47	49	319	96
Ha12_00031589	Ha12_00031589	protein_coding	Ha12	9378664	9382057	-	522	578	0	0	20	24	5	7032	0	0	44
Ha12_00031590	Ha12_00031590	protein_coding	Ha12	9386495	9386878	-	384	83	9	38	57	0	0	26	1	70	19
Ha12_00031592	Ha12_00031592	protein_coding	Ha12	9397459	9397794	-	336	68	5	21	46	0	0	18	6	49	4
Ha12_00031593	Ha12_00031593	protein_coding	Ha12	9412748	9416566	-	1526	1	5	17	91	6	4	31	20	25	39
Ha12_00031594	Ha12_00031594	protein_coding	Ha12	9527636	9530550	-	1271	7	7	5	39	4	0	9	7	45	6
Ha12_00031595	Ha12_00031595	protein_coding	Ha12	9538439	9541084	+	1489	768	82	40	893	129	11	204	104	1892	1818
Ha12_00031596	Ha12_00031596	protein_coding	Ha12	9592960	9594507	-	1304	8	2	9	18	0	0	2	0	3	2
Ha12_00031600	Ha12_00031600	protein_coding	Ha12	9693913	9696008	+	1074	1655	161	68	1442	39	6	84	180	2636	421
Ha12_00031601	Ha12_00031601	protein_coding	Ha12	9755006	9755632	-	627	100	12	0	78	21	0	55	8	62	85
Ha12_00031606	Ha12_00031606	protein_coding	Ha12	9968908	9969694	-	590	143	0	11	3	0	0	1	0	2	6
Ha12_00031608	Ha12_00031608	protein_coding	Ha12	10075633	10079528	+	587	9	1	6	13	3	1	72	0	13	12
Ha12_00031611	Ha12_00031611	protein_coding	Ha12	10086186	10093347	+	882	305	33	180	293	13	5	158	6	238	116
Ha12_00031613	Ha12_00031613	protein_coding	Ha12	10115545	10116427	+	786	88	28	46	116	6	0	125	7	202	106
Ha12_00031614	Ha12_00031614	protein_coding	Ha12	10117067	10121429	-	1095	3436	314	342	3268	115	52	2001	924	3077	1395
Ha12_00031615	Ha12_00031615	protein_coding	Ha12	10126151	10128025	-	684	139	6	7	51	1	51	51	18	59	17
Ha12_00031618	Ha12_00031618	protein_coding	Ha12	10351154	10354891	+	1230	299	31	17	229	16	22	377	44	418	163
Ha12_00031620	Ha12_00031620	protein_coding	Ha12	10661018	10662040	+	1023	3753	1019	434	2929	651	4	1524	596	1207	3590
Ha12_00031621	Ha12_00031621	protein_coding	Ha12	10666030	10669177	+	2625	40	18	107	108	5	0	5	2	25	6
Ha12_00031622	Ha12_00031622	protein_coding	Ha12	10703133	10708409	+	2001	159	240	210	372	33	0	81	1	32	48
Ha12_00031623	Ha12_00031623	protein_coding	Ha12	10771169	10771942	-	774	2	8	9	28	5	0	38	0	12	3
Ha12_00031624	Ha12_00031624	protein_coding	Ha12	10780514	10782522	-	1602	598	125	142	517	59	0	508	19	192	220
Ha12_00031626	Ha12_00031626	protein_coding	Ha12	10923649	10926808	-	1265	1259	364	147	470	209	14	1089	314	537	1828
Ha12_00031632	Ha12_00031632	protein_coding	Ha12	11115718	11119005	+	1199	638	563	25	921	212	10	1796	759	1323	980
Ha12_00031633	Ha12_00031633	protein_coding	Ha12	11629615	11634161	-	2278	63	16	9	36	14	1	359	28	856	66
Ha12_00031634	Ha12_00031634	protein_coding	Ha12	11653071	11656733	-	2485	288	19	62	18	6	1	16	21	811	71
Ha12_00031635	Ha12_00031635	protein_coding	Ha12	11694627	11695830	+	729	160	111	26	13	0	0	0	18	428	1
Ha12_00031637	Ha12_00031637	protein_coding	Ha12	11739165	11742463	-	2587	9621	1397	849	900	229	87	4065	354	1731	29171
Ha12_00031639	Ha12_00031639	protein_coding	Ha12	11938923	11940484	+	702	368	40	91	304	14	6	692	35	335	107
Ha12_00031640	Ha12_00031640	protein_coding	Ha12	12021403	12029233	+	836	353	220	54	375	78	2	797	3	2	231
Ha12_00031641	Ha12_00031641	protein_coding	Ha12	12152349	12157254	+	1701	6023	1094	259	3075	182	194	1153	850	3254	4070
Ha12_00031642	Ha12_00031642	protein_coding	Ha12	12191717	12192061	+	345	193	9	19	221	6	3	73	56	190	55
Ha12_00031647	Ha12_00031647	protein_coding	Ha12	12331892	12336029	-	2192	22485	4857	5302	13920	1386	135	22810	4013	17230	21363
Ha12_00031648	Ha12_00031648	protein_coding	Ha12	12344161	12345477	-	673	373	32	62	258	14	6	464	34	295	105
Ha12_00031649	Ha12_00031649	protein_coding	Ha12	12474412	12477035	+	1508	2	0	0	1	0	0	1	0	8	2
Ha12_00031652	Ha12_00031652	protein_coding	Ha12	13209792	13211559	+	937	1	0	8	3	0	0	2	2	1	2
Ha12_00031654	Ha12_00031654	protein_coding	Ha12	13430541	13433405	+	2865	214	66	47	267	6	1	137	19	173	113
Ha12_00031656	Ha12_00031656	protein_coding	Ha12	13537636	13545043	+	2079	91	6	21	31	0	11	53	1	34	26
Ha12_00031657	Ha12_00031657	protein_coding	Ha12	13546605	13550216	-	807	266	23	49	303	2	4	49	21	123	46
Ha12_00031659	Ha12_00031659	protein_coding	Ha12	13602502	13611592	+	2338	591	47	89	367	9	3	307	23	353	115
Ha12_00031661	Ha12_00031661	protein_coding	Ha12	13746153	13746515	+	363	1	0	1	0	1	2	0	259	8	3
Ha12_00031662	Ha12_00031662	protein_coding	Ha12	13749265	13750065	+	717	6	0	9	9	0	0	7	0	36	7
Ha12_00031663	Ha12_00031663	protein_coding	Ha12	13752913	13755376	-	1475	249	141	155	452	51	4	281	146	293	225
Ha12_00031666	Ha12_00031666	protein_coding	Ha12	13859361	13863518	-	2037	12	0	55	19	0	0	0	0	51	6
Ha12_00031668	Ha12_00031668	protein_coding	Ha12	14297817	14299732	-	495	44	10	4	50	0	0	32	2	36	12
Ha12_00031670	Ha12_00031670	protein_coding	Ha12	14344878	14347130	+	697	26	15	6	39	7	0	20	26	50	23
Ha12_00031672	Ha12_00031672	protein_coding	Ha12	14360063	14364887	-	1325	2180	128	103	776	30	15	601	109	1356	643
Ha12_00031673	Ha12_00031673	protein_coding	Ha12	14468444	14470237	-	1794	1079	161	137	641	55	7	677	113	552	522
Ha12_00031674	Ha12_00031674	protein_coding	Ha12	14482400	14487644	-	2196	28	16	42	89	0	3	70	25	94	70
Ha12_00031676	Ha12_00031676	protein_coding	Ha12	14649554	14651819	-	1474	268	22	39	201	11	48	89	16	275	67
Ha12_00031677	Ha12_00031677	protein_coding	Ha12	14651913	14653279	-	354	59	7	4	61	0	16	11	3	56	11
Ha12_00031678	Ha12_00031678	protein_coding	Ha12	14669933	14671669	-	1014	581	211	959	4536	1825	0	4715	858	555	8655
Ha12_00031679	Ha12_00031679	protein_coding	Ha12	14692515	14693945	+	917	3353	4593	220	1167	1383	12	3535	112	624	8518
Ha12_00031680	Ha12_00031680	protein_coding	Ha12	14706544	14710024	-	1819	213	51	3	71	40	83	144	501	189	313
Ha12_00031681	Ha12_00031681	protein_coding	Ha12	14717113	14723173	-	1125	359	235	129	708	39	47	499	224	428	519
Ha12_00031683	Ha12_00031683	protein_coding	Ha12	14764653	14765304	+	246	50	31	19	79	3	4	67	17	59	56
Ha12_00031684	Ha12_00031684	protein_coding	Ha12	14783201	14785845	+	1526	3681	1295	75	1974	182	73	489	88	1313	1919
Ha12_00031686	Ha12_00031686	protein_coding	Ha12	14939438	14941357	-	964	8433	628	22	8465	151	31	353	555	6909	902
Ha12_00031687	Ha12_00031687	protein_coding	Ha12	15178231	15179036	-	720	6	2	40	62	5	0	2	1	13	24
Ha12_00031689	Ha12_00031689	protein_coding	Ha12	15627144	15632600	-	1917	188	16	66	91	19	0	1767	78	297	58
Ha12_00031690	Ha12_00031690	protein_coding	Ha12	15675112	15678261	-	1711	351	35	56	90	14	1	1912	83	503	117
Ha12_00031691	Ha12_00031691	protein_coding	Ha12	15706358	15706983	+	414	194	23	12	55	0	0	23	12	131	9
Ha12_00031693	Ha12_00031693	protein_coding	Ha12	15843175	15845868	+	1353	397	122	119	434	24	3	821	126	301	416
Ha12_00031697	Ha12_00031697	protein_coding	Ha12	16262726	16264452	-	710	1	0	3	77	1	1	3	0	8	71
Ha12_00031702	Ha12_00031702	protein_coding	Ha12	17602169	17602642	-	474	11	0	0	2	1	1	6	1	8	3
Ha12_00031708	Ha12_00031708	protein_coding	Ha12	18855018	18856333	-	1156	68	18	12	99	7	2	27	33	112	82
Ha12_00031709	Ha12_00031709	protein_coding	Ha12	18861018	18862514	+	527	7063	2097	942	4033	1105	23	3715	1065	2394	5282
Ha12_00031711	Ha12_00031711	protein_coding	Ha12	18866208	18882316	-	1908	326	84	112	759	29	8	184	42	451	334
Ha12_00031712	Ha12_00031712	protein_coding	Ha12	18921256	18922842	+	897	525	36	25	248	6	1	36	8	13	19
Ha12_00031713	Ha12_00031713	protein_coding	Ha12	18945285	18946938	+	693	714	47	28	282	5	2	23	0	22	40
Ha12_00031714	Ha12_00031714	protein_coding	Ha12	18968922	18972903	+	1494	3	1	1	21	2	0	7	1	0	2
Ha12_00031715	Ha12_00031715	protein_coding	Ha12	19024653	19030288	+	1260	173	63	58	398	1	12	134	37	316	94
Ha12_00031717	Ha12_00031717	protein_coding	Ha12	19054972	19059947	+	2022	224	87	136	420	7	2	78	207	237	853
Ha12_00031718	Ha12_00031718	protein_coding	Ha12	19060958	19063239	-	525	636	46	138	1165	18	2	160	30	762	285
Ha12_00031719	Ha12_00031719	protein_coding	Ha12	19132709	19135016	+	2078	874	170	0	343	40	121	563	291	433	853
Ha12_00031720	Ha12_00031720	protein_coding	Ha12	19145271	19153360	-	3750	390	216	172	506	31	52	420	183	537	406
Ha12_00031724	Ha12_00031724	protein_coding	Ha12	19375108	19377650	+	807	1	0	7	68	2	1	16	4	13	18
Ha12_00031725	Ha12_00031725	protein_coding	Ha12	19448966	19455541	-	2370	181	43	78	262	7	6	21	74	119	109
Ha12_00031726	Ha12_00031726	protein_coding	Ha12	19467636	19469469	+	861	22	9	15	135	4	1	47	4	54	63
Ha12_00031727	Ha12_00031727	protein_coding	Ha12	19490314	19492724	+	483	95	11	5	116	0	1	33	1	105	21
Ha12_00031728	Ha12_00031728	protein_coding	Ha12	19546632	19554000	+	1159	5	0	25	56	9	117	10	10	18	8
Ha12_00031732	Ha12_00031732	protein_coding	Ha12	19816741	19817085	-	226	125	47	29	225	10	2	34	12	166	52
Ha12_00031733	Ha12_00031733	protein_coding	Ha12	19824521	19825558	+	1038	329	0	0	0	0	0	12	1	58	5
Ha12_00031734	Ha12_00031734	protein_coding	Ha12	19826233	19831911	-	2118	169	60	57	274	45	130	593	259	347	520
Ha12_00031735	Ha12_00031735	protein_coding	Ha12	19835754	19836408	-	564	1	0	0	1	0	14	2	0	2	0
Ha12_00031736	Ha12_00031736	protein_coding	Ha12	19841125	19851162	-	1071	910	70	75	808	21	8445	115	297	743	374
Ha12_00031737	Ha12_00031737	protein_coding	Ha12	19937784	19943950	-	1284	5176	1702	741	3088	448	40	3186	961	2554	3479
Ha12_00031738	Ha12_00031738	protein_coding	Ha12	19964391	19966143	-	1680	0	3	0	0	2	446	0	1005	0	31
Ha12_00031739	Ha12_00031739	protein_coding	Ha12	19967330	19972660	-	1701	59	89	66	1190	5	15	200	63	42	217
Ha12_00031741	Ha12_00031741	protein_coding	Ha12	20041402	20045130	+	1387	7	29	20	407	7	4	7	0	0	61
Ha12_00031742	Ha12_00031742	protein_coding	Ha12	20059399	20060931	+	588	660	57	86	787	11	107	182	97	1001	134
Ha12_00031743	Ha12_00031743	protein_coding	Ha12	20062821	20066321	-	1268	258	56	62	425	19	5	75	34	364	176
Ha12_00031745	Ha12_00031745	protein_coding	Ha12	20077563	20080363	-	1332	989	1157	160	255	35	4	2929	2831	94	1890
Ha12_00031746	Ha12_00031746	protein_coding	Ha12	20138467	20142632	+	463	7	0	2	3	0	8	4	0	5	0
Ha12_00031747	Ha12_00031747	protein_coding	Ha12	20205978	20214898	+	2957	566	242	249	1334	51	12	224	137	1832	344
Ha12_00031748	Ha12_00031748	protein_coding	Ha12	20218782	20221349	+	2568	8	4	17	44	3	0	52	0	27	31
Ha12_00031749	Ha12_00031749	protein_coding	Ha12	20289629	20291638	+	1138	48	7	14	99	24	0	350	23	92	355
Ha12_00031750	Ha12_00031750	protein_coding	Ha12	20311412	20311678	+	267	0	2	1	45	0	0	1	0	0	5
Ha12_00031751	Ha12_00031751	protein_coding	Ha12	20345569	20347518	-	1950	4800	6	0	15	66	54	23824	4	107	19
Ha12_00031756	Ha12_00031756	protein_coding	Ha12	20939208	20941350	+	936	300	961	18	486	13	14	72	27	11	2774
Ha12_00031757	Ha12_00031757	protein_coding	Ha12	20955793	20956224	-	432	14	0	2	5	1	0	2	0	50	1
Ha12_00031758	Ha12_00031758	protein_coding	Ha12	20970997	20971332	+	336	1	3	0	1	1	0	3	0	1	0
Ha12_00031759	Ha12_00031759	protein_coding	Ha12	20972405	20977279	+	1377	86	13	28	155	8	0	52	8	111	92
Ha12_00031760	Ha12_00031760	protein_coding	Ha12	20982810	20983379	-	475	12	10	1	83	1	0	0	0	14	12
Ha12_00031761	Ha12_00031761	protein_coding	Ha12	21293232	21300581	-	1572	736	400	45	2417	21	8	35	22	1073	198
Ha12_00031764	Ha12_00031764	protein_coding	Ha12	21512416	21514537	+	813	5	4	0	3	0	467	0	20	4	1
Ha12_00031769	Ha12_00031769	protein_coding	Ha12	21767440	21768363	+	408	7	1	4	12	0	0	9	0	9	2
Ha12_00031770	Ha12_00031770	protein_coding	Ha12	21812730	21813849	-	607	4978	592	661	3675	151	27	1522	313	2082	2523
Ha12_00031778	Ha12_00031778	protein_coding	Ha12	22357690	22358755	-	316	113	2	3	73	7	0	46	1	44	55
Ha12_00031779	Ha12_00031779	protein_coding	Ha12	22461521	22465778	-	3622	2741	1943	249	2016	118	11	779	239	1276	1498
Ha12_00031780	Ha12_00031780	protein_coding	Ha12	23301398	23304523	+	1208	37461	8132	4210	17116	758	148	630	1383	6435	11797
Ha12_00031782	Ha12_00031782	protein_coding	Ha12	23483376	23486744	+	1250	0	31	0	244	2	0	0	284	2	48
Ha12_00031784	Ha12_00031784	protein_coding	Ha12	23554253	23559463	-	2201	201	83	74	268	4	0	53	68	1116	154
Ha12_00031790	Ha12_00031790	protein_coding	Ha12	23802392	23810561	-	1335	35	7	11	57	0	0	5	2	34	71
Ha12_00031793	Ha12_00031793	protein_coding	Ha12	24294703	24297898	-	1914	33934	9981	5312	19464	529	210	828	1270	6314	10988
Ha12_00031800	Ha12_00031800	protein_coding	Ha12	24447760	24457516	-	783	0	3	2	2	0	35	0	1	0	281
Ha12_00031801	Ha12_00031801	protein_coding	Ha12	24465350	24474115	-	2580	4	1	0	4	0	2490	1	167	4	13
Ha12_00031802	Ha12_00031802	protein_coding	Ha12	24482403	24483662	-	765	56	8	11	49	2	1	42	1	24	152
Ha12_00031804	Ha12_00031804	protein_coding	Ha12	24527039	24528482	-	510	1316	178	165	1085	42	80	235	149	973	1239
Ha12_00031805	Ha12_00031805	protein_coding	Ha12	24574664	24575598	+	309	67	8	6	47	0	1	32	1	27	97
Ha12_00031807	Ha12_00031807	protein_coding	Ha12	24636926	24642877	+	1002	345	209	100	828	45	13	446	138	245	757
Ha12_00031809	Ha12_00031809	protein_coding	Ha12	24696054	24700337	-	1833	0	1	28	8	0	0	2	0	2	0
Ha12_00031812	Ha12_00031812	protein_coding	Ha12	24960620	24961849	+	663	2208	434	9	1690	13	2	172	6	244	404
Ha12_00031814	Ha12_00031814	protein_coding	Ha12	25043863	25048975	-	1773	202	347	199	4036	67	596	46	272	82	382
Ha12_00031816	Ha12_00031816	protein_coding	Ha12	25165294	25167246	-	342	544	42	108	695	9	55	128	65	691	314
Ha12_00031818	Ha12_00031818	protein_coding	Ha12	25206588	25216183	-	1498	9	2	42	48	8	1	42	16	15	38
Ha12_00031819	Ha12_00031819	protein_coding	Ha12	25325150	25328884	+	1563	1027	80	78	1305	26	11	497	54	611	291
Ha12_00031820	Ha12_00031820	protein_coding	Ha12	25363749	25364169	-	330	1	18	39	29	4	4	32	28	25	6
Ha12_00031821	Ha12_00031821	protein_coding	Ha12	25416809	25423495	+	1730	492	31	8	119	14	2	103	76	364	283
Ha12_00031822	Ha12_00031822	protein_coding	Ha12	25434712	25435966	+	519	197	24	39	363	2	1	242	13	212	45
Ha12_00031823	Ha12_00031823	protein_coding	Ha12	25518941	25525269	+	624	46	8	8	30	4	2	26	0	94	5
Ha12_00031826	Ha12_00031826	protein_coding	Ha12	25566481	25568404	-	557	8	8	8	31	1	4	5	20	2	27
Ha12_00031828	Ha12_00031828	protein_coding	Ha12	25642343	25644636	-	1070	94	51	2	2020	157	0	18904	22	60	146
Ha12_00031829	Ha12_00031829	protein_coding	Ha12	25728768	25729438	-	528	4	0	3	14	1	0	18	0	19	10
Ha12_00031830	Ha12_00031830	protein_coding	Ha12	25729465	25730923	-	759	1	0	4	18	2	0	9	2	10	6
Ha12_00031832	Ha12_00031832	protein_coding	Ha12	25868681	25870494	-	1245	648	90	221	829	57	2	688	56	735	357
Ha12_00031839	Ha12_00031839	protein_coding	Ha12	26329947	26334377	-	2931	148	16	19	122	10	15	125	124	108	142
Ha12_00031840	Ha12_00031840	protein_coding	Ha12	26495327	26495785	-	307	216	68	43	116	13	0	92	14	79	113
Ha12_00031841	Ha12_00031841	protein_coding	Ha12	26498672	26502517	-	990	2585	105	5402	1582	82	668	213	115	1318	196
Ha12_00031842	Ha12_00031842	protein_coding	Ha12	26508462	26515618	-	3474	247	42	19	140	12	12	245	120	234	245
Ha12_00031843	Ha12_00031843	protein_coding	Ha12	26518827	26521430	+	1857	229	4	132	16	0	0	1	0	0	0
Ha12_00031844	Ha12_00031844	protein_coding	Ha12	26554307	26557008	+	2628	46	10	1	68	3	10	64	37	43	73
Ha12_00031845	Ha12_00031845	protein_coding	Ha12	26567757	26570931	+	982	1835	106	3561	1171	48	472	188	71	1135	162
Ha12_00031846	Ha12_00031846	protein_coding	Ha12	26601769	26602453	+	595	340	112	74	174	27	1	137	47	133	286
Ha12_00031849	Ha12_00031849	protein_coding	Ha12	26760021	26772324	+	1717	509	122	55	301	37	212	577	170	326	298
Ha12_00031850	Ha12_00031850	protein_coding	Ha12	26826032	26830927	+	1998	1	0	2	0	7	22	45	7	18	0
Ha12_00031853	Ha12_00031853	protein_coding	Ha12	26883655	26890410	+	3246	812	1013	452	1996	146	5	529	299	1257	1203
Ha12_00031854	Ha12_00031854	protein_coding	Ha12	26975194	26976937	-	558	1373	376	296	3475	85	35	593	454	1353	3201
Ha12_00031857	Ha12_00031857	protein_coding	Ha12	27094454	27095203	+	750	75	23	3	42	0	0	21	2	13	8
Ha12_00031859	Ha12_00031859	protein_coding	Ha12	27105847	27106869	-	1023	19	7	17	8	2	0	257	2	27	11
Ha12_00031860	Ha12_00031860	protein_coding	Ha12	27108488	27112933	-	588	886	114	204	648	28	4	812	61	475	382
Ha12_00031861	Ha12_00031861	protein_coding	Ha12	27119777	27123859	+	2706	31	45	56	93	8	37	189	712	17	186
Ha12_00031862	Ha12_00031862	protein_coding	Ha12	27254791	27260168	+	1894	565	220	96	732	52	119	306	157	685	315
Ha12_00031863	Ha12_00031863	protein_coding	Ha12	27261421	27263367	-	1226	1235	391	256	1212	216	17	726	274	1314	693
Ha12_00031867	Ha12_00031867	protein_coding	Ha12	27463105	27464203	-	540	0	0	0	3	1	1	100	2	6	27
Ha12_00031868	Ha12_00031868	protein_coding	Ha12	27468533	27470558	-	687	6016	810	1153	3823	1293	17	6549	393	2564	4188
Ha12_00031871	Ha12_00031871	protein_coding	Ha12	27550805	27551201	+	321	61	14	8	73	0	24	32	8	91	32
Ha12_00031872	Ha12_00031872	protein_coding	Ha12	27579799	27584876	+	1906	19	15	24	106	6	6	7	69	143	46
Ha12_00031873	Ha12_00031873	protein_coding	Ha12	27591017	27596035	-	1967	326	240	288	1970	155	28	366	356	1974	462
Ha12_00031874	Ha12_00031874	protein_coding	Ha12	27719838	27720499	-	468	20	3	6	27	0	1	7	3	10	4
Ha12_00031876	Ha12_00031876	protein_coding	Ha12	27787495	27795266	+	1902	1626	129	69	1327	48	45	797	234	1185	688
Ha12_00031877	Ha12_00031877	protein_coding	Ha12	27859395	27859976	-	291	3	3	1	3	0	0	1	0	8	1
Ha12_00031878	Ha12_00031878	protein_coding	Ha12	27863545	27866247	-	1410	18	3	7	21	0	0	5	5	6	2
Ha12_00031879	Ha12_00031879	protein_coding	Ha12	27906210	27907250	-	635	5	0	0	22	0	0	5	0	4	1
Ha12_00031881	Ha12_00031881	protein_coding	Ha12	27963931	27973208	+	1565	1638	131	161	961	33	38	513	75	960	498
Ha12_00031882	Ha12_00031882	protein_coding	Ha12	27995352	27996080	+	480	19	3	6	53	3	0	103	3	8	93
Ha12_00031887	Ha12_00031887	protein_coding	Ha12	28612482	28616175	+	2271	354	155	106	986	52	10	290	136	804	1068
Ha12_00031895	Ha12_00031895	protein_coding	Ha12	29395942	29397283	-	637	115	5	8	18	20	1	2	11	37	5
Ha12_00031896	Ha12_00031896	protein_coding	Ha12	29416873	29421874	-	714	143	64	42	259	9	4	301	30	242	150
Ha12_00031897	Ha12_00031897	protein_coding	Ha12	29446547	29449678	+	839	460	38	55	251	8	8	117	24	315	54
Ha12_00031898	Ha12_00031898	protein_coding	Ha12	29457174	29459100	-	915	236	91	156	2187	41	3	1521	17	506	168
Ha12_00031899	Ha12_00031899	protein_coding	Ha12	29471739	29474454	-	528	285	2	9	25	1	0	4	0	115	4
Ha12_00031901	Ha12_00031901	protein_coding	Ha12	29498283	29500130	+	580	345	1	6	33	2	0	8	7	161	6
Ha12_00031902	Ha12_00031902	protein_coding	Ha12	29504573	29510179	+	1602	11857	1052	1955	9286	263	179	4067	1345	9353	4201
Ha12_00031903	Ha12_00031903	protein_coding	Ha12	29513844	29514629	+	339	153	9	16	242	9	0	100	27	99	66
Ha12_00031904	Ha12_00031904	protein_coding	Ha12	29516914	29520599	-	1116	967	172	300	1115	74	2	1964	69	325	706
Ha12_00031905	Ha12_00031905	protein_coding	Ha12	29525488	29532604	-	1761	55	10	69	92	3	43	32	28	72	12
Ha12_00031906	Ha12_00031906	protein_coding	Ha12	29542624	29544752	-	1101	3515	407	210	1845	65	9	596	132	1504	1307
Ha12_00031907	Ha12_00031907	protein_coding	Ha12	29591386	29592621	+	438	577	18	52	324	1	4	108	21	262	208
Ha12_00031908	Ha12_00031908	protein_coding	Ha12	29596100	29602078	+	1751	865	54	148	567	71	1	1140	10	504	301
Ha12_00031909	Ha12_00031909	protein_coding	Ha12	29603896	29610090	-	1839	223	113	103	327	16	4	279	21	316	140
Ha12_00031910	Ha12_00031910	protein_coding	Ha12	29616167	29619930	+	1538	1344	131	107	845	26	240	729	150	1231	438
Ha12_00031914	Ha12_00031914	protein_coding	Ha12	29739555	29743267	+	2417	642	73	56	375	8	1	12	4	411	30
Ha12_00031917	Ha12_00031917	protein_coding	Ha12	29870204	29872823	+	1984	0	2	4	7	0	0	1	0	4	0
Ha12_00031918	Ha12_00031918	protein_coding	Ha12	29907123	29911104	+	1171	1	0	12	3	0	6	0	0	4	5
Ha12_00031919	Ha12_00031919	protein_coding	Ha12	29919413	29928138	+	2652	481	150	152	781	47	2722	409	1144	857	462
Ha12_00031920	Ha12_00031920	protein_coding	Ha12	29929291	29930698	-	711	172	16	1	51	0	38	9	53	130	47
Ha12_00031921	Ha12_00031921	protein_coding	Ha12	29930814	29931445	-	519	115	9	2	25	2	16	3	29	52	29
Ha12_00031922	Ha12_00031922	protein_coding	Ha12	29945150	29947493	-	1249	30	17	0	24	85	199	28047	1645	5	196
Ha12_00031923	Ha12_00031923	protein_coding	Ha12	29971117	29972900	-	1027	15354	2708	2365	13951	1198	115	9862	619	7587	11258
Ha12_00031924	Ha12_00031924	protein_coding	Ha12	30049901	30053009	+	1480	129	25	21	106	4	5	89	16	86	35
Ha12_00031926	Ha12_00031926	protein_coding	Ha12	30092164	30093368	-	1059	225	23	42	299	27	6	52	20	212	94
Ha12_00031929	Ha12_00031929	protein_coding	Ha12	30125256	30127162	-	813	36	0	2	18	1	30	22	5	31	2
Ha12_00031930	Ha12_00031930	protein_coding	Ha12	30149661	30153200	-	1712	112	63	45	240	0	1	21	5	159	38
Ha12_00031931	Ha12_00031931	protein_coding	Ha12	30168934	30173176	+	1525	2696	480	235	1407	138	5	3094	292	1525	1650
Ha12_00031932	Ha12_00031932	protein_coding	Ha12	30175288	30177163	-	864	1810	576	204	1593	255	11	1787	683	1423	2400
Ha12_00031933	Ha12_00031933	protein_coding	Ha12	30181764	30184552	-	945	76647	23060	2171	20224	2796	32	5887	2908	32599	57890
Ha12_00031934	Ha12_00031934	protein_coding	Ha12	30260727	30262885	+	859	433	28	36	294	10	22	212	84	309	219
Ha12_00031942	Ha12_00031942	protein_coding	Ha12	30652399	30654789	-	1017	2977	137	0	191	22	1	174	34	1541	202
Ha12_00031943	Ha12_00031943	protein_coding	Ha12	30765329	30766614	-	726	687	6	13	87	1	0	15	3	397	21
Ha12_00031944	Ha12_00031944	protein_coding	Ha12	30924137	30925657	+	1521	1615	443	546	1175	143	1	1949	221	646	1372
Ha12_00031946	Ha12_00031946	protein_coding	Ha12	31066023	31069186	+	2334	35	2	4	2	0	0	3	0	0	1
Ha12_00031947	Ha12_00031947	protein_coding	Ha12	31070517	31076704	-	2318	470	69	107	442	9	63	331	182	376	217
Ha12_00031949	Ha12_00031949	protein_coding	Ha12	31503605	31506630	-	921	51	289	7	648	20	6	232	346	212	741
Ha12_00031953	Ha12_00031953	protein_coding	Ha12	31630150	31632551	-	1326	159	1	6	0	0	0	0	0	8	6
Ha12_00031954	Ha12_00031954	protein_coding	Ha12	31638295	31643821	+	1616	3267	1959	295	2193	363	524	2294	4483	2158	3268
Ha12_00031955	Ha12_00031955	protein_coding	Ha12	31649588	31655743	+	3015	231	256	141	720	28	373	518	181	452	583
Ha12_00031956	Ha12_00031956	protein_coding	Ha12	31656467	31658946	-	498	2376	130	15	593	14	6	322	63	1579	476
